PriceHistoryID,ProductID,EffectiveDate,StandardCost,ListPrice,ChangeReason
PH000040867,P01867,2025-04-29,235.82,288.74,Market Adjustment
PH000040868,P01868,2025-04-26,32.48,61.23,Market Adjustment
PH000040869,P01869,2025-05-06,22.03,31.88,Cost Increase
PH000040870,P01870,2025-05-13,19.45,30.68,Cost Increase
PH000040871,P01871,2025-05-04,10.43,12.71,Cost Increase
PH000040872,P01872,2025-05-01,9.68,16.88,Promotion End
PH000040873,P01873,2025-04-29,226.14,329.8,Promotion End
PH000040874,P01874,2025-05-02,9.98,15.19,Market Adjustment
PH000040875,P01875,2025-05-10,19.4,26.87,Promotion End
PH000040876,P01876,2025-04-30,25.52,37.83,Annual Review
PH000040877,P01877,2025-04-26,28.07,40.07,Cost Increase
PH000040878,P01878,2025-05-12,26.36,47.17,Annual Review
PH000040879,P01879,2025-05-05,28.09,36.6,Annual Review
PH000040880,P01880,2025-05-09,40.68,64.16,Annual Review
PH000040881,P01881,2025-05-14,22.57,27.82,Cost Increase
PH000040882,P01882,2025-05-12,39.65,50.56,Promotion End
PH000040883,P01883,2025-05-07,30.34,45.95,Annual Review
PH000040884,P01884,2025-05-13,61.22,107.9,Annual Review
PH000040885,P01885,2025-05-01,59.99,97.32,Annual Review
PH000040886,P01886,2025-04-25,23.44,33.15,Promotion End
PH000040887,P01887,2025-05-13,42.8,50.74,Promotion End
PH000040888,P01888,2025-05-08,68.76,80.09,Annual Review
PH000040889,P01889,2025-05-09,17.09,27.01,Promotion End
PH000040890,P01890,2025-05-12,30.35,51.79,Annual Review
PH000040891,P01891,2025-05-06,41.38,68.27,Promotion End
PH000040892,P01892,2025-05-06,16.59,20.36,Cost Increase
PH000040893,P01893,2025-05-13,111.56,179.57,Annual Review
PH000040894,P01894,2025-05-01,24.68,36.54,Promotion End
PH000040895,P01895,2025-05-07,111.48,203.48,Market Adjustment
PH000040896,P01896,2025-05-09,22.53,42.19,Promotion End
PH000040897,P01897,2025-04-26,23.78,33.61,Market Adjustment
PH000040898,P01898,2025-04-25,11.22,16.57,Promotion End
PH000040899,P01899,2025-05-12,9.7,14.23,Annual Review
PH000040900,P01900,2025-05-08,56.92,71.78,Cost Increase
PH000040901,P01901,2025-05-11,24.74,46.79,Promotion End
PH000040902,P01902,2025-04-28,26.43,31.65,Promotion End
PH000040903,P01903,2025-04-28,63.05,92.35,Market Adjustment
PH000040904,P01904,2025-05-15,17.82,25.21,Cost Increase
PH000040905,P01905,2025-05-02,28.99,48.34,Market Adjustment
PH000040906,P01906,2025-05-10,38.15,50.82,Annual Review
PH000040907,P01907,2025-05-04,21.56,33.66,Annual Review
PH000040908,P01908,2025-05-12,69.48,116.28,Market Adjustment
PH000040909,P01909,2025-05-10,30.7,53.2,Cost Increase
PH000040910,P01910,2025-04-28,92.26,128.7,Promotion End
PH000040911,P01911,2025-05-05,62.81,82.5,Market Adjustment
PH000040912,P01912,2025-05-13,30.53,36.85,Cost Increase
PH000040913,P01913,2025-05-04,25.47,47.88,Cost Increase
PH000040914,P01914,2025-05-02,55.96,66.98,Market Adjustment
PH000040915,P01915,2025-04-27,36.55,51.97,Annual Review
PH000040916,P01916,2025-05-02,15.78,30.1,Market Adjustment
PH000040917,P01917,2025-05-05,27.86,34.48,Promotion End
PH000040918,P01918,2025-05-14,85.45,102.73,Promotion End
PH000040919,P01919,2025-05-06,46.33,68.38,Annual Review
PH000040920,P01920,2025-05-09,25.62,39.16,Market Adjustment
PH000040921,P01921,2025-04-30,12.11,20.55,Market Adjustment
PH000040922,P01922,2025-05-10,38.96,50.65,Promotion End
PH000040923,P01923,2025-04-29,33.2,59.98,Cost Increase
PH000040924,P01924,2025-05-09,29.34,48.64,Promotion End
PH000040925,P01925,2025-04-26,58.17,74.3,Promotion End
PH000040926,P01926,2025-05-03,46.52,56.26,Annual Review
PH000040927,P01927,2025-05-02,12.5,15.26,Promotion End
PH000040928,P01928,2025-04-28,33.17,57.14,Promotion End
PH000040929,P01929,2025-04-30,14.16,21.27,Cost Increase
PH000040930,P01930,2025-04-29,23.18,43.47,Promotion End
PH000040931,P01931,2025-05-14,13.63,16.66,Annual Review
PH000040932,P01932,2025-05-14,13.52,17.52,Annual Review
PH000040933,P01933,2025-05-08,9.26,14.6,Cost Increase
PH000040934,P01934,2025-05-15,42.99,57.81,Promotion End
PH000040935,P01935,2025-04-28,38.81,49.4,Promotion End
PH000040936,P01936,2025-05-11,32.54,41.58,Annual Review
PH000040937,P01937,2025-05-13,21.98,27.83,Cost Increase
PH000040938,P01938,2025-04-27,12.73,19.11,Promotion End
PH000040939,P01939,2025-05-01,14.57,26.87,Market Adjustment
PH000040940,P01940,2025-04-27,12.84,20.25,Annual Review
PH000040941,P01941,2025-05-09,21.86,41.36,Market Adjustment
PH000040942,P01942,2025-05-01,39.31,70.38,Annual Review
PH000040943,P01943,2025-05-11,18.55,27.09,Promotion End
PH000040944,P01944,2025-05-09,15.75,28.93,Cost Increase
PH000040945,P01945,2025-05-07,25.77,47.35,Annual Review
PH000040946,P01946,2025-05-05,13.42,19.94,Promotion End
PH000040947,P01947,2025-05-12,6.13,9.06,Cost Increase
PH000040948,P01948,2025-05-05,49.05,63.39,Market Adjustment
PH000040949,P01949,2025-05-12,12.12,20.06,Cost Increase
PH000040950,P01950,2025-05-08,20.49,27.4,Cost Increase
PH000040951,P01951,2025-05-11,49.4,66.4,Annual Review
PH000040952,P01952,2025-05-09,11.07,15.54,Promotion End
PH000040953,P01953,2025-04-28,10.16,18.18,Cost Increase
PH000040954,P01954,2025-04-30,10.44,13.33,Cost Increase
PH000040955,P01955,2025-05-06,14.95,28.35,Cost Increase
PH000040956,P01956,2025-04-26,80.66,129.0,Cost Increase
PH000040957,P01957,2025-05-10,23.02,39.03,Market Adjustment
PH000040958,P01958,2025-05-05,6.54,8.97,Annual Review
PH000040959,P01959,2025-05-10,25.61,33.18,Promotion End
PH000040960,P01960,2025-05-10,37.64,49.75,Cost Increase
PH000040961,P01961,2025-05-01,39.65,66.88,Cost Increase
PH000040962,P01962,2025-05-06,14.87,23.3,Promotion End
PH000040963,P01963,2025-05-02,31.52,54.56,Annual Review
PH000040964,P01964,2025-05-13,54.72,79.5,Promotion End
PH000040965,P01965,2025-05-13,11.42,17.36,Promotion End
PH000040966,P01966,2025-04-25,15.39,17.97,Annual Review
PH000040967,P01967,2025-05-15,40.94,59.07,Market Adjustment
PH000040968,P01968,2025-05-05,41.61,65.25,Promotion End
PH000040969,P01969,2025-04-28,73.67,103.72,Annual Review
PH000040970,P01970,2025-05-06,33.11,46.57,Promotion End
PH000040971,P01971,2025-05-02,33.64,42.81,Cost Increase
PH000040972,P01972,2025-05-01,17.89,23.56,Market Adjustment
PH000040973,P01973,2025-05-11,75.36,140.77,Cost Increase
PH000040974,P01974,2025-04-25,78.37,97.29,Market Adjustment
PH000040975,P01975,2025-05-07,29.75,35.95,Promotion End
PH000040976,P01976,2025-05-13,19.06,26.83,Annual Review
PH000040977,P01977,2025-05-10,30.41,39.27,Promotion End
PH000040978,P01978,2025-04-28,32.57,38.37,Market Adjustment
PH000040979,P01979,2025-04-27,18.96,33.83,Market Adjustment
PH000040980,P01980,2025-04-26,20.02,25.45,Promotion End
PH000040981,P01981,2025-05-06,77.2,99.42,Market Adjustment
PH000040982,P01982,2025-05-12,44.86,80.55,Promotion End
PH000040983,P01983,2025-05-08,26.27,40.67,Annual Review
PH000040984,P01984,2025-05-12,16.07,19.04,Promotion End
PH000040985,P01985,2025-05-13,20.08,26.45,Market Adjustment
PH000040986,P01986,2025-04-25,10.52,16.02,Promotion End
PH000040987,P01987,2025-04-26,36.47,65.0,Promotion End
PH000040988,P01988,2025-05-11,19.99,38.68,Promotion End
PH000040989,P01989,2025-05-09,39.43,47.52,Cost Increase
PH000040990,P01990,2025-05-05,53.05,69.21,Cost Increase
PH000040991,P01991,2025-04-27,38.97,56.32,Annual Review
PH000040992,P01992,2025-05-12,24.1,44.6,Market Adjustment
PH000040993,P01993,2025-05-06,18.28,33.81,Market Adjustment
PH000040994,P01994,2025-05-06,14.41,24.58,Promotion End
PH000040995,P01995,2025-05-07,73.67,103.59,Market Adjustment
PH000040996,P01996,2025-05-14,39.09,47.91,Promotion End
PH000040997,P01997,2025-04-25,26.08,34.67,Cost Increase
PH000040998,P01998,2025-04-29,47.08,81.25,Cost Increase
PH000040999,P01999,2025-05-01,62.59,80.22,Cost Increase
PH000041000,P02000,2025-04-25,20.0,35.14,Promotion End
PH000041001,P02001,2025-05-01,38.05,58.6,Market Adjustment
PH000041002,P02002,2025-05-13,37.8,61.77,Cost Increase
PH000041003,P02003,2025-05-11,86.67,117.35,Cost Increase
PH000041004,P02004,2025-05-11,25.65,30.14,Market Adjustment
PH000041005,P02005,2025-05-07,17.2,29.0,Promotion End
PH000041006,P02006,2025-05-01,40.0,58.47,Cost Increase
PH000041007,P02007,2025-04-25,51.76,61.12,Promotion End
PH000041008,P02008,2025-05-09,35.6,57.11,Promotion End
PH000041009,P02009,2025-05-15,90.71,110.72,Annual Review
PH000041010,P02010,2025-05-09,24.78,35.26,Market Adjustment
PH000041011,P02011,2025-05-08,36.87,43.67,Promotion End
PH000041012,P02012,2025-04-25,12.23,17.8,Annual Review
PH000041013,P02013,2025-05-14,17.09,24.39,Cost Increase
PH000041014,P02014,2025-05-03,19.83,28.85,Cost Increase
PH000041015,P02015,2025-04-27,28.64,53.02,Annual Review
PH000041016,P02016,2025-05-03,13.17,24.37,Market Adjustment
PH000041017,P02017,2025-05-04,46.57,59.01,Annual Review
PH000041018,P02018,2025-04-29,18.78,29.67,Annual Review
PH000041019,P02019,2025-05-04,143.73,213.87,Market Adjustment
PH000041020,P02020,2025-05-06,19.79,32.26,Promotion End
PH000041021,P02021,2025-05-05,34.29,45.39,Cost Increase
PH000041022,P02022,2025-04-28,30.08,46.19,Promotion End
PH000041023,P02023,2025-05-03,16.21,19.59,Cost Increase
PH000041024,P02024,2025-04-25,27.41,37.64,Cost Increase
PH000041025,P02025,2025-04-28,28.06,34.38,Cost Increase
PH000041026,P02026,2025-05-15,58.1,83.12,Cost Increase
PH000041027,P02027,2025-05-07,41.0,54.14,Cost Increase
PH000041028,P02028,2025-04-30,46.98,64.03,Promotion End
PH000041029,P02029,2025-05-11,57.1,78.51,Annual Review
PH000041030,P02030,2025-04-28,46.97,70.69,Market Adjustment
PH000041031,P02031,2025-05-01,36.76,50.61,Annual Review
PH000041032,P02032,2025-05-03,20.35,23.85,Promotion End
PH000041033,P02033,2025-04-29,36.09,64.84,Annual Review
PH000041034,P02034,2025-05-05,17.34,34.36,Promotion End
PH000041035,P02035,2025-05-14,29.21,41.26,Promotion End
PH000041036,P02036,2025-05-13,26.89,37.61,Market Adjustment
PH000041037,P02037,2025-04-28,27.47,48.66,Promotion End
PH000041038,P02038,2025-05-11,13.67,16.82,Promotion End
PH000041039,P02039,2025-05-02,5.19,8.34,Promotion End
PH000041040,P02040,2025-05-09,23.57,32.94,Annual Review
PH000041041,P02041,2025-04-28,69.68,98.2,Market Adjustment
PH000041042,P02042,2025-04-25,33.11,40.76,Annual Review
PH000041043,P02043,2025-04-29,64.25,104.24,Promotion End
PH000041044,P02044,2025-04-29,17.68,29.58,Cost Increase
PH000041045,P02045,2025-05-11,22.62,34.98,Market Adjustment
PH000041046,P02046,2025-05-11,153.78,242.41,Cost Increase
PH000041047,P02047,2025-05-11,18.75,27.99,Promotion End
PH000041048,P02048,2025-05-03,46.07,86.11,Market Adjustment
PH000041049,P02049,2025-05-05,47.07,53.65,Annual Review
PH000041050,P02050,2025-05-06,42.67,59.06,Cost Increase
PH000041051,P02051,2025-05-01,47.29,58.98,Cost Increase
PH000041052,P02052,2025-04-28,18.69,30.57,Cost Increase
PH000041053,P02053,2025-05-02,24.34,38.68,Market Adjustment
PH000041054,P02054,2025-04-29,5.68,7.32,Market Adjustment
PH000041055,P02055,2025-05-08,86.21,117.98,Promotion End
PH000041056,P02056,2025-05-15,45.92,66.01,Cost Increase
PH000041057,P02057,2025-04-25,19.72,28.43,Annual Review
PH000041058,P02058,2025-04-25,17.51,34.07,Annual Review
PH000041059,P02059,2025-05-06,70.89,83.69,Promotion End
PH000041060,P02060,2025-05-05,18.81,28.29,Cost Increase
PH000041061,P02061,2025-04-25,19.68,24.85,Cost Increase
PH000041062,P02062,2025-05-12,15.57,28.27,Annual Review
PH000041063,P02063,2025-05-05,54.34,97.84,Cost Increase
PH000041064,P02064,2025-04-29,63.16,121.69,Annual Review
PH000041065,P02065,2025-05-14,27.05,50.02,Annual Review
PH000041066,P02066,2025-05-06,63.88,82.73,Cost Increase
PH000041067,P02067,2025-05-11,40.39,52.95,Promotion End
PH000041068,P02068,2025-05-05,15.07,19.65,Promotion End
PH000041069,P02069,2025-04-29,81.74,107.29,Promotion End
PH000041070,P02070,2025-05-03,15.35,27.43,Annual Review
PH000041071,P02071,2025-05-03,28.64,48.66,Promotion End
PH000041072,P02072,2025-05-14,39.34,44.87,Market Adjustment
PH000041073,P02073,2025-05-01,85.5,100.82,Annual Review
PH000041074,P02074,2025-05-01,33.78,45.05,Market Adjustment
PH000041075,P02075,2025-05-08,28.58,38.76,Annual Review
PH000041076,P02076,2025-04-26,23.64,28.43,Market Adjustment
PH000041077,P02077,2025-05-05,40.86,55.01,Annual Review
PH000041078,P02078,2025-05-13,19.24,26.83,Market Adjustment
PH000041079,P02079,2025-04-27,40.32,78.31,Market Adjustment
PH000041080,P02080,2025-05-15,64.26,96.11,Cost Increase
PH000041081,P02081,2025-05-05,12.15,18.15,Market Adjustment
PH000041082,P02082,2025-05-12,46.07,70.91,Promotion End
PH000041083,P02083,2025-05-05,26.49,33.96,Market Adjustment
PH000041084,P02084,2025-05-11,14.24,16.57,Market Adjustment
PH000041085,P02085,2025-04-30,30.13,50.98,Annual Review
PH000041086,P02086,2025-05-09,66.17,80.8,Market Adjustment
PH000041087,P02087,2025-05-15,32.4,40.96,Cost Increase
PH000041088,P02088,2025-05-01,14.72,24.31,Market Adjustment
PH000041089,P02089,2025-05-08,41.24,66.43,Promotion End
PH000041090,P02090,2025-04-25,7.11,11.41,Market Adjustment
PH000041091,P02091,2025-05-01,74.12,116.84,Promotion End
PH000041092,P02092,2025-05-15,11.73,21.43,Annual Review
PH000041093,P02093,2025-05-15,30.47,57.34,Cost Increase
PH000041094,P02094,2025-04-30,41.83,66.43,Promotion End
PH000041095,P02095,2025-05-09,18.72,27.04,Cost Increase
PH000041096,P02096,2025-05-08,63.65,80.89,Promotion End
PH000041097,P02097,2025-05-08,46.13,76.18,Promotion End
PH000041098,P02098,2025-05-06,77.52,107.05,Annual Review
PH000041099,P02099,2025-05-12,38.68,47.2,Cost Increase
PH000041100,P02100,2025-04-30,7.47,9.71,Annual Review
PH000041101,P02101,2025-04-29,17.77,35.04,Promotion End
PH000041102,P02102,2025-05-12,45.91,85.43,Cost Increase
PH000041103,P02103,2025-05-15,83.01,134.78,Cost Increase
PH000041104,P02104,2025-05-12,30.94,47.38,Promotion End
PH000041105,P02105,2025-05-09,68.98,102.0,Annual Review
PH000041106,P02106,2025-04-27,32.97,49.21,Market Adjustment
PH000041107,P02107,2025-04-29,46.74,61.62,Promotion End
PH000041108,P02108,2025-05-14,28.96,52.8,Market Adjustment
PH000041109,P02109,2025-05-07,74.82,102.27,Annual Review
PH000041110,P02110,2025-04-29,105.74,171.76,Annual Review
PH000041111,P02111,2025-05-05,98.03,138.83,Cost Increase
PH000041112,P02112,2025-05-10,318.5,488.37,Cost Increase
PH000041113,P02113,2025-05-12,19.06,30.16,Market Adjustment
PH000041114,P02114,2025-05-05,42.3,56.59,Market Adjustment
PH000041115,P02115,2025-05-11,19.89,27.16,Market Adjustment
PH000041116,P02116,2025-05-08,70.74,107.51,Market Adjustment
PH000041117,P02117,2025-04-25,16.0,23.77,Promotion End
PH000041118,P02118,2025-05-12,74.51,134.48,Market Adjustment
PH000041119,P02119,2025-05-10,36.65,53.14,Market Adjustment
PH000041120,P02120,2025-05-14,30.06,39.2,Cost Increase
PH000041121,P02121,2025-05-05,31.62,40.82,Cost Increase
PH000041122,P02122,2025-05-08,15.44,19.24,Annual Review
PH000041123,P02123,2025-05-06,37.57,46.87,Annual Review
PH000041124,P02124,2025-05-14,37.15,63.4,Promotion End
PH000041125,P02125,2025-05-08,20.26,35.25,Annual Review
PH000041126,P02126,2025-05-11,26.19,42.37,Market Adjustment
PH000041127,P02127,2025-05-08,43.38,57.31,Market Adjustment
PH000041128,P02128,2025-05-09,18.44,27.83,Annual Review
PH000041129,P02129,2025-04-26,9.35,16.81,Market Adjustment
PH000041130,P02130,2025-05-03,92.91,117.58,Market Adjustment
PH000041131,P02131,2025-05-04,37.94,46.48,Annual Review
PH000041132,P02132,2025-04-25,22.59,27.54,Annual Review
PH000041133,P02133,2025-05-01,19.3,29.84,Market Adjustment
PH000041134,P02134,2025-04-29,17.88,23.59,Promotion End
PH000041135,P02135,2025-04-28,69.8,101.25,Market Adjustment
PH000041136,P02136,2025-05-09,13.09,18.52,Cost Increase
PH000041137,P02137,2025-04-26,41.41,57.76,Promotion End
PH000041138,P02138,2025-05-08,40.79,48.42,Market Adjustment
PH000041139,P02139,2025-05-03,54.95,90.45,Annual Review
PH000041140,P02140,2025-05-11,24.56,36.16,Market Adjustment
PH000041141,P02141,2025-05-14,85.09,154.38,Cost Increase
PH000041142,P02142,2025-05-12,54.5,64.51,Promotion End
PH000041143,P02143,2025-05-01,23.67,31.46,Cost Increase
PH000041144,P02144,2025-04-28,19.38,34.75,Market Adjustment
PH000041145,P02145,2025-05-02,28.78,39.43,Market Adjustment
PH000041146,P02146,2025-05-02,22.56,34.08,Promotion End
PH000041147,P02147,2025-05-02,17.61,29.06,Cost Increase
PH000041148,P02148,2025-04-28,33.23,47.42,Cost Increase
PH000041149,P02149,2025-04-26,25.88,41.32,Cost Increase
PH000041150,P02150,2025-04-26,104.03,149.28,Market Adjustment
PH000041151,P02151,2025-05-08,23.54,36.19,Market Adjustment
PH000041152,P02152,2025-05-06,19.18,28.38,Market Adjustment
PH000041153,P02153,2025-04-27,31.24,46.33,Market Adjustment
PH000041154,P02154,2025-05-11,38.25,49.86,Market Adjustment
PH000041155,P02155,2025-05-02,40.63,68.47,Market Adjustment
PH000041156,P02156,2025-04-30,38.68,46.58,Market Adjustment
PH000041157,P02157,2025-04-28,31.74,59.35,Market Adjustment
PH000041158,P02158,2025-05-13,31.05,36.43,Annual Review
PH000041159,P02159,2025-05-09,49.42,73.87,Promotion End
PH000041160,P02160,2025-05-10,16.58,21.78,Promotion End
PH000041161,P02161,2025-05-03,19.02,29.12,Market Adjustment
PH000041162,P02162,2025-05-12,10.86,16.42,Cost Increase
PH000041163,P02163,2025-05-14,16.46,21.07,Promotion End
PH000041164,P02164,2025-04-26,65.6,80.99,Cost Increase
PH000041165,P02165,2025-04-25,47.73,87.51,Market Adjustment
PH000041166,P02166,2025-05-07,114.12,150.18,Promotion End
PH000041167,P02167,2025-05-07,94.06,139.45,Market Adjustment
PH000041168,P02168,2025-05-14,47.67,71.45,Market Adjustment
PH000041169,P02169,2025-05-06,34.72,52.87,Market Adjustment
PH000041170,P02170,2025-05-10,32.63,51.85,Cost Increase
PH000041171,P02171,2025-05-01,7.51,10.81,Cost Increase
PH000041172,P02172,2025-05-10,30.43,42.38,Market Adjustment
PH000041173,P02173,2025-05-04,21.33,36.3,Cost Increase
PH000041174,P02174,2025-05-10,16.87,22.02,Promotion End
PH000041175,P02175,2025-04-27,42.27,59.92,Market Adjustment
PH000041176,P02176,2025-05-02,28.03,44.28,Cost Increase
PH000041177,P02177,2025-05-01,33.6,56.64,Cost Increase
PH000041178,P02178,2025-04-28,15.71,20.09,Cost Increase
PH000041179,P02179,2025-05-07,56.53,90.47,Promotion End
PH000041180,P02180,2025-05-12,23.24,40.01,Market Adjustment
PH000041181,P02181,2025-05-04,40.76,62.58,Market Adjustment
PH000041182,P02182,2025-04-30,24.11,30.88,Promotion End
PH000041183,P02183,2025-04-25,6.69,9.15,Cost Increase
PH000041184,P02184,2025-05-14,42.23,69.38,Annual Review
PH000041185,P02185,2025-05-14,28.89,38.57,Cost Increase
PH000041186,P02186,2025-05-05,10.58,15.41,Cost Increase
PH000041187,P02187,2025-05-05,13.97,16.98,Promotion End
PH000041188,P02188,2025-05-07,58.52,79.76,Annual Review
PH000041189,P02189,2025-04-28,11.0,19.12,Market Adjustment
PH000041190,P02190,2025-05-05,22.86,40.83,Annual Review
PH000041191,P02191,2025-05-09,124.49,164.85,Cost Increase
PH000041192,P02192,2025-05-05,44.56,56.28,Promotion End
PH000041193,P02193,2025-04-26,51.47,84.19,Market Adjustment
PH000041194,P02194,2025-04-26,25.63,45.0,Annual Review
PH000041195,P02195,2025-04-28,10.03,13.32,Market Adjustment
PH000041196,P02196,2025-05-08,36.38,66.81,Market Adjustment
PH000041197,P02197,2025-04-25,14.65,18.79,Cost Increase
PH000041198,P02198,2025-05-09,14.06,26.22,Market Adjustment
PH000041199,P02199,2025-04-29,33.1,44.21,Promotion End
PH000041200,P02200,2025-05-08,15.24,24.5,Annual Review
PH000041201,P02201,2025-05-06,30.24,35.71,Annual Review
PH000041202,P02202,2025-05-03,19.25,29.83,Cost Increase
PH000041203,P02203,2025-05-15,30.3,43.99,Annual Review
